id_material,date,material_name,type,amount,unit,photo
706,2024-08-27,"Plastic bottle","Non Organic",0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/cbhr48tgvedqz0_.jpg
684,2024-08-26,"Wet Organic (Food Waste)",Organic,63.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/db95khx_20wlzmi.jpg
697,2024-08-26,"Aluminium Can","Non Organic",0.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/e0qt_4rncjf2v3m.jpg
698,2024-08-26,"General Paper Residue",Residue,17.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/4b15_p6cjya7hq8.jpg
699,2024-08-26,"General Plastic Residue",Residue,6.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/oy09qaxu5gnc6sf.jpg
700,2024-08-26,"Glass Bottle","Non Organic",4.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/nozw1j4lgtvdmus.jpg
701,2024-08-26,"Plastic Bag Liner",Residue,2.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/58jt3meoskczy90.jpg
683,2024-08-25,"Wet Organic (Food Waste)",Organic,54.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/bqyk1nrt8z9_ivj.jpg
692,2024-08-25,"Tetra Pack","Non Organic",0.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/7cb8hrfiyjzvp1t.jpg
693,2024-08-25,"General Paper Residue",Residue,11.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/o0c9dr5ea431wv6.jpg
694,2024-08-25,"General Plastic Residue",Residue,9.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/b43j0e1ypfhs_c7.jpg
695,2024-08-25,"Plastic Bag Liner",Residue,2.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lju8fgw1_0r7ymi.jpg
696,2024-08-25,Slipper,Other,0.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_tehc8nafy9s5ix.jpg
682,2024-08-24,"Wet Organic (Food Waste)",Organic,47.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/7bzy98vshw6jxfe.jpg
689,2024-08-24,"General Paper Residue",Residue,12.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/7cjwz2f0g14xasr.jpg
690,2024-08-24,"General Plastic Residue",Residue,7.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/04vupjgzhfd71ec.jpg
691,2024-08-24,"Plastic Bag Liner",Residue,2.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/tfx4kpqh2n0w1lr.jpg
676,2024-08-23,"Wet Organic (Food Waste)",Organic,58.5,Kg,
677,2024-08-23,"Aluminium Can","Non Organic",1,Kg,
678,2024-08-23,"General Paper Residue",Residue,22.3,Kg,
679,2024-08-23,"General Plastic Residue",Residue,12,Kg,
680,2024-08-23,"Glass Bottle","Non Organic",11.2,Kg,
681,2024-08-23,"Plastic Bag Liner",Residue,3.1,Kg,
670,2024-08-22,"Wet Organic (Food Waste)",Organic,49.2,Kg,
671,2024-08-22,"General Paper Residue",Residue,20.6,Kg,
672,2024-08-22,"General Plastic Residue",Residue,25.7,Kg,
673,2024-08-22,"Glass Bottle","Non Organic",1,Kg,
674,2024-08-22,"Plastic Bag Liner",Residue,2.7,Kg,
675,2024-08-22,"Plastic bottle","Non Organic",0.5,Kg,
661,2024-08-20,"Wet Organic (Food Waste)",Organic,60,Kg,
662,2024-08-20,"Tetra Pack","Non Organic",1.1,Kg,
663,2024-08-20,"Aluminium Can","Non Organic",0.3,Kg,
664,2024-08-20,"General Paper Residue",Residue,24.5,Kg,
665,2024-08-20,"General Plastic Residue",Residue,17.2,Kg,
666,2024-08-20,"Glass Bottle","Non Organic",1.2,Kg,
667,2024-08-20,"Plastic Bag Liner",Residue,3.2,Kg,
668,2024-08-20,"Plastic bottle","Non Organic",0.5,Kg,
669,2024-08-20,Slipper,Other,0.2,Kg,
657,2024-08-19,"Wet Organic (Food Waste)",Organic,58.8,Kg,
658,2024-08-19,"General Paper Residue",Residue,4.3,Kg,
659,2024-08-19,"General Plastic Residue",Residue,3.6,Kg,
660,2024-08-19,"Plastic Bag Liner",Residue,1.8,Kg,
651,2024-08-18,"Wet Organic (Food Waste)",Organic,57.6,Kg,
652,2024-08-18,"General Paper Residue",Residue,13,Kg,
653,2024-08-18,"General Plastic Residue",Residue,6.6,Kg,
654,2024-08-18,"Glass Bottle","Non Organic",4.3,Kg,
655,2024-08-18,"Plastic Bag Liner",Residue,2.2,Kg,
656,2024-08-18,Slipper,Other,0.8,Kg,
642,2024-08-17,"Wet Organic (Food Waste)",Organic,76.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/f5e1n2y9m3badhz.jpg
643,2024-08-17,"General Paper Residue",Residue,28.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/4epk2tuyalox6wh.jpg
644,2024-08-17,"General Plastic Residue",Residue,14.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/jg5lqn2i0k_ov3b.jpg
645,2024-08-17,"Plastic Bag Liner",Residue,3.3,Kg,
646,2024-08-17,Slipper,Other,1.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/kg52rea_mq3dzvp.jpg
647,2024-08-17,"Glass Bottle","Non Organic",9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/mqbny2vxokd09et.jpg
648,2024-08-17,"Tetra Pack","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/14un5ic3j60k9ae.jpg
649,2024-08-17,"Aluminium Can","Non Organic",1.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/1dhne6f5x8cyavg.jpg
650,2024-08-17,"Plastic bottle","Non Organic",1.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/epma748vhbzc295.jpg
610,2024-08-16,"Wet Organic (Food Waste)",Organic,47.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/k1d6yvfjq0cn534.jpg
611,2024-08-16,"General Plastic Residue",Residue,2.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ewz_c5umli3qxbs.jpg
612,2024-08-16,"General Paper Residue",Residue,4.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/fkzeytgj2dqlo4_.jpg
613,2024-08-16,"Plastic Bag Liner",Residue,2.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/vycoha_miklzx2r.jpg
635,2024-08-15,"General Plastic Residue",Residue,9.4,Kg,
636,2024-08-15,"General Paper Residue",Residue,12.1,Kg,
637,2024-08-15,"Plastic Bag Liner",Residue,2.9,Kg,
638,2024-08-15,"Glass Bottle","Non Organic",9.1,Kg,
639,2024-08-15,"Tetra Pack","Non Organic",0.5,Kg,
640,2024-08-15,Slipper,Other,0.8,Kg,
641,2024-08-15,"Wet Organic (Food Waste)",Organic,60,Kg,
626,2024-08-14,"Wet Organic (Food Waste)",Organic,87.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_7qivzb1k2ejofd.jpg
627,2024-08-14,"Tetra Pack","Non Organic",1.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/xmc8u3lyjb0re92.jpg
628,2024-08-14,"General Plastic Residue",Residue,21.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/6sjk7pcbt15oawz.jpg
629,2024-08-14,"General Paper Residue",Residue,27.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/k_ym604qwcf8nva.jpg
630,2024-08-14,"Plastic Bag Liner",Residue,3.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/kg6_ihapb3w4ejv.jpg
631,2024-08-14,"Glass Bottle","Non Organic",17.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gz42h0swk1qminb.jpg
632,2024-08-14,"Aluminium Can","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/qo_c8tzei6r3hsl.jpg
633,2024-08-14,Slipper,Other,1.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/wzrm7nkoa3p_q2l.jpg
634,2024-08-14,"Plastic bottle","Non Organic",1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zc_6wt9q25sou1j.jpg
618,2024-08-13,"General Paper Residue",Residue,13.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/c9yibqa1e7mzx6j.jpg
619,2024-08-13,"General Plastic Residue",Residue,8.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/a_zexgv0y4t3fqb.jpg
620,2024-08-13,"Aluminium Can","Non Organic",0.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zncgh4jf_xstpl3.jpg
621,2024-08-13,"Plastic bottle","Non Organic",1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/grtmeb5hk1x0nl7.jpg
622,2024-08-13,"Glass Bottle","Non Organic",5.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/q4bn87yscol6h1j.jpg
623,2024-08-13,"Plastic Bag Liner",Residue,3.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/5jwqzbl8_34vxdu.jpg
624,2024-08-13,Slipper,Other,0.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/aiusrgohnl89e63.jpg
625,2024-08-13,"Wet Organic (Food Waste)",Organic,57.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/p651czrxf2yw8ho.jpg
614,2024-08-12,"Wet Organic (Food Waste)",Organic,53.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ywc0q3gi_udxm2k.jpg
615,2024-08-12,"General Paper Residue",Residue,5.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zkcbq9udg7tv6y0.jpg
616,2024-08-12,"General Plastic Residue",Residue,4.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/91jib6tge2zm5y0.jpg
617,2024-08-12,"Plastic Bag Liner",Residue,2.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/7gv3mdcl0fjareu.jpg
606,2024-08-11,"Wet Organic (Food Waste)",Organic,46.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/xhp8fbkr5it03zd.jpg
607,2024-08-11,"General Plastic Residue",Residue,2.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/w21meoz_lxifnh8.jpg
608,2024-08-11,"General Paper Residue",Residue,4.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/rdt0xomnj4p5iq3.jpg
609,2024-08-11,"Plastic Bag Liner",Residue,1.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/qik3672apfbxguj.jpg
598,2024-08-10,"Wet Organic (Food Waste)",Organic,81,Kg,https://wiseorganicfarm.com/composbte/uploads/files/nt5_aso762y1ewf.jpg
599,2024-08-10,Slipper,Other,0.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/oid26jlmqgewc83.jpg
600,2024-08-10,"Glass Bottle","Non Organic",4.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/darhgbez0cv3lqm.jpg
601,2024-08-10,"Plastic bottle","Non Organic",0.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/y0cxmqkziv4b_2e.jpg
602,2024-08-10,"Tetra Pack","Non Organic",1.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/5r64_n01q9tho8y.jpg
603,2024-08-10,"General Plastic Residue",Residue,12.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/62lk_dvwm78trq9.jpg
604,2024-08-10,"General Paper Residue",Residue,20.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gpio_n1jh2xavlt.jpg
605,2024-08-10,"Plastic Bag Liner",Residue,2.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/xd9whofu8i_se0g.jpg
594,2024-08-09,"Wet Organic (Food Waste)",Organic,67,Kg,https://wiseorganicfarm.com/composbte/uploads/files/sx4qjd35u0itm8h.jpg
595,2024-08-09,"General Plastic Residue",Residue,2.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ls6ag045hmvqdnw.jpg
596,2024-08-09,"General Paper Residue",Residue,3.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/uekrjwf43dypih0.jpg
597,2024-08-09,"Plastic Bag Liner",Residue,2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ngh9f578yetu3pw.jpg
589,2024-08-08,"Glass Bottle","Non Organic",4.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/6hpnj8fg3d_ioum.jpg
590,2024-08-08,"Plastic Bag Liner",Residue,2.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_9heymvgk24bauj.jpg
591,2024-08-08,"General Paper Residue",Residue,12.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/9unpcal56rtqbio.jpg
592,2024-08-08,"General Plastic Residue",Residue,6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8rz5g3k_npsmaw9.jpg
593,2024-08-08,"Wet Organic (Food Waste)",Organic,53.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/o2nac9j3z801w6m.jpg
578,2024-08-07,"Plastic Bag Liner",Residue,3.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/p_t96gque81hxz7.jpg
580,2024-08-07,"Wet Organic (Food Waste)",Organic,69.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ao1xc0y4lb_7jt8.jpg
581,2024-08-07,"General Paper Residue",Residue,21.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_9d3g167hb8ulez.jpg
582,2024-08-07,"General Plastic Residue",Residue,10.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/cazv1u2t3yr5g0m.jpg
583,2024-08-07,Slipper,Other,0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/p2v5zt6w4lys7mh.jpg
584,2024-08-07,Candle,Other,1.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/h6nk_s9rqwixm4t.jpg
585,2024-08-07,"Aluminium Can","Non Organic",1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/irzy289t7lvm_ao.jpg
586,2024-08-07,"Tetra Pack","Non Organic",1.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/sco_z6p7uixh0j8.jpg
587,2024-08-07,"Glass Bottle","Non Organic",7.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/k48dvmyzc9gnbtl.jpg
588,2024-08-07,"Plastic bottle","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/87v4hz3xk2ntboe.jpg
575,2024-08-06,"General Paper Residue",Residue,1.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/wx2d6tmzlqi3pvj.jpg
576,2024-08-06,"General Plastic Residue",Residue,0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lf0rsjqewtx_4o5.jpg
577,2024-08-06,"Plastic Bag Liner",Residue,0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/p_t96gque81hxz7.jpg
579,2024-08-06,"Wet Organic (Food Waste)",Organic,49.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8alyt3qmv6i4x7w.jpg
566,2024-08-05,"Wet Organic (Food Waste)",Organic,70.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/e0x64jgcy78tbuo.jpg
567,2024-08-05,"General Paper Residue",Residue,22.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/t8_djlz9o0ucm3k.jpg
568,2024-08-05,"General Plastic Residue",Residue,12.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zuewf3kyvhax41i.jpg
569,2024-08-05,"Plastic Bag Liner",Residue,2.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/pd0xkqu4oy51arg.jpg
570,2024-08-05,"Aluminium Can","Non Organic",1.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gd3chtxje7rza8y.jpg
571,2024-08-05,"Tetra Pack","Non Organic",0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/aqenkh8_iy4d1lp.jpg
572,2024-08-05,Slipper,Other,0.76,Kg,https://wiseorganicfarm.com/composbte/uploads/files/t54ap12gi6v_ksy.jpg
573,2024-08-05,"Glass Bottle","Non Organic",6.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/uim90p8nel57zsr.jpg
574,2024-08-05,"Plastic bottle","Non Organic",1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/eipxj1yq49am8k7.jpg
562,2024-08-04,"Wet Organic (Food Waste)",Organic,46.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/hlu4n0c51s7ktxv.jpg
563,2024-08-04,"General Paper Residue",Residue,2.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/d16fs3jxype9b0l.jpg
564,2024-08-04,"General Plastic Residue",Residue,1.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/2l8s5rtfbdy64pn.jpg
565,2024-08-04,"Plastic Bag Liner",Residue,1.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/_q7r3mp2ek0ginb.jpg
554,2024-08-03,"Glass Bottle","Non Organic",5.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lwc9kgq61xv5jay.jpg
555,2024-08-03,"Tetra Pack","Non Organic",0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/xnhbqkjm3w19v0i.jpg
556,2024-08-03,"Aluminium Can","Non Organic",0.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/wd_e13067ro8lk9.jpg
557,2024-08-03,"General Paper Residue",Residue,12.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/mv2tzd8l_rgey3x.jpg
558,2024-08-03,"General Plastic Residue",Residue,7.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/e6os_7ajkqgt9m2.jpg
559,2024-08-03,"Wet Organic (Food Waste)",Organic,57.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/x_t4uf51q6j3z2g.jpg
560,2024-08-03,"Plastic Bag Liner",Residue,2.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/9fit3s5vpd0bgjw.jpg
548,2024-08-02,"General Plastic Residue",Residue,14.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/5et76xg_sqbnd4y.jpg
549,2024-08-02,"General Paper Residue",Residue,15.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/n_omyxdqlev7rkp.jpg
550,2024-08-02,"Plastic bottle","Non Organic",0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/rqsvz7icxojykfl.jpg
551,2024-08-02,"Glass Bottle","Non Organic",5.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/0cxe3hyalusq98t.jpg
552,2024-08-02,"Plastic Bag Liner",Residue,3.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/cu1kxj3q5l80pt_.jpg
553,2024-08-02,"Wet Organic (Food Waste)",Organic,73.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/3em_t8j6i2un9f4.jpg
541,2024-08-01,"Glass Bottle","Non Organic",5.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gobdt2sncjal4mf.jpg
542,2024-08-01,"Plastic bottle","Non Organic",0.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/a7vgfwyt_8hjnkr.jpg
543,2024-08-01,"Aluminium Can","Non Organic",0.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ujp2m57lq89gf_y.jpg
544,2024-08-01,"Tetra Pack","Non Organic",0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/hb6mnux1otdjp8k.jpg
545,2024-08-01,"General Plastic Residue",Residue,6.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/q9xpg12i_h5unwt.jpg
546,2024-08-01,"General Paper Residue",Residue,8.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/24dk3prjy7loz5n.jpg
547,2024-08-01,"Plastic Bag Liner",Residue,4.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/at9omp5fw3q80e2.jpg
561,2024-08-01,"Wet Organic (Food Waste)",Organic,43.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/fw9spxna0_gm8ui.jpg
533,2024-07-31,"General Paper Residue",Residue,18.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/e0q61bu8nvgmo9j.jpg
534,2024-07-31,"General Plastic Residue",Residue,13.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/s_g8hnimadbcvfu.jpg
535,2024-07-31,"Plastic Bag Liner",Residue,3.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/yv3lzq71k0is_go.jpg
536,2024-07-31,"Glass Bottle","Non Organic",8.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/rgtdovuq7xbw01f.jpg
537,2024-07-31,"Wet Organic (Food Waste)",Organic,48.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/nqmi6sgjeb0zvh8.jpg
538,2024-07-31,"Tetra Pack","Non Organic",0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/1723pmvj5o9a4bg.jpg
539,2024-07-31,Slipper,Other,0.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/26nf8345ptusd_x.jpg
540,2024-07-31,"Plastic bottle","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/fxoq7nuwdvtj10b.jpg
532,2024-07-30,"Wet Organic (Food Waste)",Organic,67.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/cqeh3_bs4ndawtl.jpg
528,2024-07-29,"General Paper Residue",Residue,9.150,Kg,https://wiseorganicfarm.com/composbte/uploads/files/qp2tbhf7zod09wn.jpg
529,2024-07-29,"General Plastic Residue",Residue,9.150,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lzq1u5ex_ksiovt.jpg
530,2024-07-29,"Plastic Bag Liner",Residue,1.440,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8p_fbcrtx136sm4.jpg
531,2024-07-29,"Wet Organic (Food Waste)",Organic,48.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/2pdwnevstm6xjrq.jpg
520,2024-07-28,"Wet Organic (Food Waste)",Organic,67.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/xy16q2wd83iomh9.jpg
521,2024-07-28,"General Paper Residue",Residue,11.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/rphv7ae90djgk41.jpg
522,2024-07-28,"General Plastic Residue",Residue,9.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/g7x4pv6ckdztsqr.jpg
523,2024-07-28,"Tetra Pack","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/dn67ihv5woge0cy.jpg
524,2024-07-28,"Glass Bottle","Non Organic",4.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/38jg6vtszdmxf95.jpg
525,2024-07-28,"Plastic Bag Liner",Residue,1.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/v60odc29gjnzlri.jpg
526,2024-07-28,Slipper,Other,0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/bm5x09gldf3cp2r.jpg
527,2024-07-28,"Plastic bottle","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/23bnqpfy5ocird_.jpg
514,2024-07-27,"Glass Bottle","Non Organic",2.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/98qdultc4w621s7.jpg
515,2024-07-27,Slipper,Other,1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/jeyro0lkuv925n8.jpg
516,2024-07-27,"General Plastic Residue",Residue,4.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/jq6evu30a948r5b.jpg
517,2024-07-27,"General Paper Residue",Residue,8.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/po1mw6i2rzxjeu5.jpg
518,2024-07-27,"Plastic Bag Liner",Residue,1.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/z50ifb8x2cde7un.jpg
519,2024-07-27,"Wet Organic (Food Waste)",Organic,50.2,Kg,
512,2024-07-26,Candle,Other,0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/wyz8me31du5qcol.jpg
513,2024-07-26,"Plastic Bag Liner",Residue,3.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/m0su5wroac37len.jpg
506,2024-07-26,"Wet Organic (Food Waste)",Organic,74.7,Kg,
507,2024-07-26,"General Plastic Residue",Residue,8.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/vcorujkn3im91t8.jpg
508,2024-07-26,"Tetra Pack","Non Organic",0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/bvijl86ndky1reg.jpg
509,2024-07-26,"General Paper Residue",Residue,16.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/l6uc3wnitpy_f2j.jpg
510,2024-07-26,"Glass Bottle","Non Organic",2.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/673t8d_vhjwcrib.jpg
511,2024-07-26,"Plastic bottle","Non Organic",0.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/a6br9pv2nx3eokq.jpg
498,2024-07-25,"General Paper Residue",Residue,9.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/395cxmjyquv6i1t.jpg
499,2024-07-25,"General Plastic Residue",Residue,36.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/9aqvz0de63gyscm.jpg
500,2024-07-25,"Plastic Bag Liner",Residue,2.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zlybkrhv4q13cpf.jpg
501,2024-07-25,"Aluminium Can","Non Organic",7.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/gj7smbfq831pxzh.jpg
502,2024-07-25,"Plastic bottle","Non Organic",0.5,Kg,https://wiseorganicfarm.com/composbte/uploads/files/dnxeobmfzlg8ika.jpg
503,2024-07-25,"Glass Bottle","Non Organic",9.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/87p_3besu5r2wfg.jpg
504,2024-07-25,"Wet Organic (Food Waste)",Organic,48.3,Kg,https://wiseorganicfarm.com/composbte/uploads/files/x74h9fwezylg3tv.jpg
505,2024-07-25,"Tetra Pack","Non Organic",0.7,Kg,https://wiseorganicfarm.com/composbte/uploads/files/c3qrjkysoz1g2w4.jpg
492,2024-07-24,"Wet Organic (Food Waste)",Organic,67,Kg,https://wiseorganicfarm.com/composbte/uploads/files/ch8a9bs5frmjqo6.jpg
493,2024-07-24,"Aluminium Can","Non Organic",2.9,Kg,https://wiseorganicfarm.com/composbte/uploads/files/zh0upsnbq4x13j8.jpg
494,2024-07-24,"Plastic bottle","Non Organic",0.4,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8k6hex4uwcom50f.jpg
495,2024-07-24,"General Plastic Residue",Residue,32.1,Kg,https://wiseorganicfarm.com/composbte/uploads/files/r5oef1ut7j_qla3.jpg
496,2024-07-24,"Plastic Bag Liner",Residue,3.2,Kg,https://wiseorganicfarm.com/composbte/uploads/files/rqz98m2lnyviwjx.jpg
497,2024-07-24,"General Paper Residue",Residue,16.8,Kg,https://wiseorganicfarm.com/composbte/uploads/files/lrk5wz_6mecqj73.jpg
486,2024-07-23,"General Paper Residue",Residue,10.12,Kg,https://wiseorganicfarm.com/composbte/uploads/files/j9dqo5vp7sha328.jpg
487,2024-07-23,"Plastic Bag Liner",Residue,3.195,Kg,https://wiseorganicfarm.com/composbte/uploads/files/v397p8qthlb0fsr.jpg
488,2024-07-23,"General Plastic Residue",Residue,8.155,Kg,https://wiseorganicfarm.com/composbte/uploads/files/09ocd81nvthifzr.jpg
489,2024-07-23,"Tetra Pack","Non Organic",0.495,Kg,https://wiseorganicfarm.com/composbte/uploads/files/8aubk2wipesfn0_.jpg
490,2024-07-23,"Glass Bottle","Non Organic",4.475,Kg,https://wiseorganicfarm.com/composbte/uploads/files/oi5v86lqxcjz47e.jpg
491,2024-07-23,Slipper,Other,0.6,Kg,https://wiseorganicfarm.com/composbte/uploads/files/n9itypk2bgs1r0l.jpg
